management,S_address,L_address,purpose,camera_num,camera_pixel,shoot_info,storage_days,installed_date,phone,latitude,longitude,data_date
용산구청,,서울특별시 용산구 후암동 30-93,생활방범,4,,,,,02-2199-6662,37.551584000000005,126.97886799999999,2019-07-31
용산구청,서울특별시 용산구 한강대로102길 51,서울특별시 용산구 후암동 123-16,생활방범,3,,,,,02-2199-6662,37.549328,126.97486799999999,2019-07-31
용산구청,서울특별시 용산구 두텁바위로1길 86,서울특별시 용산구 후암동 160-1,생활방범,3,,,,,02-2199-6662,37.547592,126.975769,2019-07-31
용산구청,,서울특별시 용산구 후암동 167-2,생활방범,3,,,,,02-2199-6662,37.54645,126.975146,2019-07-31
용산구청,서울특별시 용산구 후암로16길 27,서울특별시 용산구 후암동 244-99,생활방범,3,,,,,02-2199-6662,37.548482,126.979252,2019-07-31
용산구청,,서울특별시 용산구 후암동 283-5,생활방범,3,,,,,02-2199-6662,37.5479,126.980263,2019-07-31
용산구청,,서울특별시 용산구 후암동 302-1,생활방범,3,,,,,02-2199-6662,37.549177,126.98026999999999,2019-07-31
용산구청,서울특별시 용산구 두텁바위로58길 17,서울특별시 용산구 후암동 358-63,생활방범,3,,,,,02-2199-6662,37.549616,126.982527,2019-07-31
용산구청,,서울특별시 용산구 후암동 1-59,생활방범,3,,,,,02-2199-6662,37.552467,126.97678300000001,2019-07-31
용산구청,,서울특별시 용산구 후암동 406-109,생활방범,4,,,,,02-2199-6662,37.54824,126.98391799999999,2019-07-31
용산구청,서울특별시 용산구 두텁바위로40길 2,서울특별시 용산구 후암동 404-61,생활방범,3,,,,,02-2199-6662,37.547245000000004,126.981821,2019-07-31
용산구청,,서울특별시 용산구 후암동 448-29,생활방범,3,,,,,02-2199-6662,37.553241,126.978719,2019-07-31
용산구청,,서울특별시 용산구 후암동 25-1,생활방범,3,,,,,02-2199-6662,37.551059,126.97743100000001,2019-07-31
용산구청,,서울특별시 용산구 후암동 336-41,생활방범,4,,,,,02-2199-6662,37.550038,126.981518,2019-07-31
용산구청,,서울특별시 용산구 후암동 55-12,생활방범,3,,,,,02-2199-6662,37.549802,126.979413,2019-07-31
용산구청,,서울특별시 용산구 후암동 410-26,생활방범,3,,,,,02-2199-6662,37.547139,126.982841,2019-07-31
용산구청,,서울특별시 용산구 후암동 142-103,생활방범,3,,,,,02-2199-6662,37.548053,126.974861,2019-07-31
용산구청,서울특별시 용산구 소월로2다길 1,서울특별시 용산구 후암동 448-158,생활방범,3,,,,,02-2199-6662,37.553732000000004,126.97771100000001,2019-07-31
용산구청,,서울특별시 용산구 후암동 116-21,생활방범,4,,,,,02-2199-6662,37.549136,126.976056,2019-07-31
용산구청,서울특별시 용산구 후암로 69-1,서울특별시 용산구 후암동 95-3,생활방범,3,,,,,02-2199-6662,37.552153999999994,126.97670500000001,2019-07-31
용산구청,,서울특별시 용산구 후암동 368,생활방범,7,,,,,02-2199-6662,37.54886,126.981524,2019-07-31
용산구청,,서울특별시 용산구 후암동 56-38,생활방범,3,,,,,02-2199-6662,37.549923,126.97808700000002,2019-07-31
용산구청,서울특별시 용산구 후암로4길 26,서울특별시 용산구 후암동 254-14,생활방범,3,,,,,02-2199-6662,37.547011,126.979533,2019-07-31
용산구청,,서울특별시 용산구 후암동 102-59,생활방범,7,,,,,02-2199-6662,37.550548,126.976096,2019-07-31
용산구청,서울특별시 용산구 후암로30길 22,서울특별시 용산구 후암동 60-27,생활방범,2,,,,,02-2199-6662,37.550424,126.97851899999999,2019-07-31
용산구청,,서울특별시 용산구 후암동 59-26,생활방범,4,,,,,02-2199-6662,37.550851,126.979817,2019-07-31
용산구청,서울특별시 용산구 한강대로98나길 1,서울특별시 용산구 후암동 143-53,생활방범,3,,,,,02-2199-6662,37.548212,126.973678,2019-07-31
용산구청,,서울특별시 용산구 후암동400-104,생활방범,3,,,,,02-2199-6662,37.548477,126.983027,2019-07-31
용산구청,,서울특별시 용산구 후암동 7-4,생활방범,3,,,,,02-2199-6662,37.551744,126.97721200000001,2019-07-31
용산구청,서울특별시 용산구 신흥로36가길 11,서울특별시 용산구 후암동 409-136,생활방범,5,,,,,02-2199-6662,37.546446,126.982697,2019-07-31
용산구청,,서울특별시 용산구 동자동 19-118,생활방범,3,,,,,02-2199-6662,37.550432,126.974874,2019-07-31
용산구청,서울특별시 용산구 후암로44길 24,서울특별시 용산구 후암동 1-27,생활방범,3,,,,,02-2199-6662,37.552529,126.977923,2019-07-31
용산구청,서울특별시 용산구 후암로15길 41,서울특별시 용산구 후암동 105-30,생활방범,2,,,,,02-2199-6662,37.549503,126.976895,2019-07-31
