∞¸∏Æ±‚∞¸∏Ì,º“¿Á¡ˆµµ∑Œ∏Ì¡÷º“,º“¿Á¡ˆ¡ˆπ¯¡÷º“,º≥ƒ°∏Ò¿˚±∏∫–,ƒ´∏ﬁ∂Û¥Îºˆ,ƒ´∏ﬁ∂Û»≠º“ºˆ,√‘øµπÊ∏È¡§∫∏,∫∏∞¸¿œºˆ,º≥ƒ°≥‚ø˘,∞¸∏Æ±‚∞¸¿¸»≠π¯»£,¿ßµµ,∞Êµµ,µ•¿Ã≈Õ±‚¡ÿ¿œ¿⁄
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±§¿Â∑Œ1≥™±Ê 16 (±§¿Âµø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±§¿Âµø 393-6,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-14,02-450-7678,37.548655,127.101846,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±§¿Â∑Œ 1 (±§¿Âµø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±§¿Âµø 401-17,ª˝»∞πÊπ¸,2,200,360µµ ¿¸πÊ«‚,30,Dec-15,02-450-7678,37.545239,127.097787,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ æ∆¬˜ªÍ∑Œ66±Ê 66 (±§¿Âµø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±§¿Âµø 458-1,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Apr-17,02-450-7678,37.546368,127.065737,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,"º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«∑Œ 13-6 (±∏¿«µø, øµ»≠∫Ù∏Æ¡ˆ)",º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 221-21,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-14,02-450-7678,37.53938611,127.088908,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ æ∆¬˜ªÍ∑Œ57±Ê 14 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 221-59,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-15,02-450-7678,37.539075,127.088348,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ¿⁄æÁ∑Œ26±Ê 91-14 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 222-6,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-13,02-450-7678,37.540892,127.0891136,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±§≥™∑Á∑Œ40±Ê 17 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 226-10,ª˝»∞πÊπ¸,4,200,360µµ ¿¸πÊ«‚,30,Dec-14,02-450-7678,37.557595,127.093109,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ¿⁄æÁ∑Œ30±Ê 79 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 226-18,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-14,02-450-7678,37.54303665,127.089418,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,"º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«∑Œ 65 (±∏¿«µø, KS»®≈∏øÓ)",º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 226-2,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Apr-17,02-450-7678,37.543861,127.090377,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ¿⁄æÁ∑Œ30±Ê 87-10 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 226-20,ª˝»∞πÊπ¸,4,200,360µµ ¿¸πÊ«‚,30,Dec-13,02-450-7678,37.543461,127.089729,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±§≥™∑Á∑Œ38±Ê 27 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 231-34,ª˝»∞πÊπ¸,3,200,360µµ ¿¸πÊ«‚,30,Dec-14,02-450-7678,37.543525,127.088073,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«∑Œ11±Ê 28 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 231-60,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-13,02-450-7678,37.54367853,127.088787,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ¿⁄æÁ∑Œ30±Ê 43 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 232-39,ª˝»∞πÊπ¸,3,200,360µµ ¿¸πÊ«‚,30,Dec-14,02-450-7678,37.543276,127.087224,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ¿⁄æÁ∑Œ32±Ê 31 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 233-14,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-14,02-450-7678,37.544234,127.086571,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ¿⁄æÁ∑Œ30±Ê 14,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 236-55,ª˝»∞πÊπ¸,3,200,360µµ ¿¸πÊ«‚,30,Dec-14,02-450-7678,37.543686,127.085697,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ¿⁄æÁ∑Œ28±Ê 73 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 239-45,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-14,02-450-7678,37.541692,127.088251,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ¿⁄æÁ∑Œ22±Ê 89 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 241-9,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-14,02-450-7678,37.539867,127.0883927,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«∑Œ1±Ê 12 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 242-109,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-13,02-450-7678,37.539007,127.087613,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«∑Œ1±Ê 26 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 242-63,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-12,02-450-7678,37.53907766,127.0868936,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ æ∆¬˜ªÍ∑Œ53±Ê 77 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 248-16,ª˝»∞πÊπ¸,4,200,360µµ ¿¸πÊ«‚,30,Dec-13,02-450-7678,37.540675,127.086021,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ¿⁄æÁ∑Œ26±Ê 45-7,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 249-33,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Apr-17,02-450-7678,37.541249,127.0865072,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±§≥™∑Á∑Œ36±Ê 68 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 250-1,ª˝»∞πÊπ¸,4,200,360µµ ¿¸πÊ«‚,30,Dec-13,02-450-7678,37.542093,127.085867,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ¿⁄æÁ∑Œ26±Ê 14 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 251-154,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-14,02-450-7678,37.541775,127.084888,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,"º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ æ∆¬˜ªÍ∑Œ49±Ê 70 (±∏¿«µø, ¥Î∏≤∆ƒ≈©∫Ù)",º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 251-72,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-13,02-450-7678,37.539968,127.084183,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ æ∆¬˜ªÍ∑Œ51±Ê 23 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 252-119,ª˝»∞πÊπ¸,3,200,360µµ ¿¸πÊ«‚,30,Dec-14,02-450-7678,37.538127,127.084979,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ æ∆¬˜ªÍ∑Œ49±Ê 32 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 252-127,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Apr-17,02-450-7678,37.538358,127.084376,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ æ∆¬˜ªÍ∑Œ49±Ê 50 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 252-55,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-12,02-450-7678,37.539075,127.084312,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ¿⁄æÁ∑Œ23±Ê 86 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 254-97,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Apr-17,02-450-7678,37.544119,127.084083,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,"º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ æ∆¬˜ªÍ∑Œ55±Ê 23 (±∏¿«µø, Ω≈¿œæ∆∆Æ∫Ù∂Û)",º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 257-12,ª˝»∞πÊπ¸,4,200,360µµ ¿¸πÊ«‚,30,Dec-11,02-450-7678,37.538428,127.0862546,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ æ∆¬˜ªÍ∑Œ53±Ê 53 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 257-15,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Apr-17,02-450-7678,37.539621,127.085686,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ æ∆¬˜ªÍ∑Œ53±Ê 29 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 257-22,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-14,02-450-7678,37.538493,127.085774,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ æ∆¬˜ªÍ∑Œ53±Ê 38-12 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 257-27,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-15,02-450-7678,37.539066,127.086142,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,"º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±§≥™∑Á∑Œ30∞°±Ê 9 (±∏¿«µø, µÂ∏≤Ω∫ƒ´¿Ã∫Ù)",º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«1µø 633-17,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Apr-17,02-450-7678,37.544149,127.082497,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,"º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ¿⁄æÁ∑Œ44±Ê 141-7 (±∏¿«µø, ≈¬¡¯∫Ù∏Æ¡ˆ)",º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«2µø 35-10,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-13,02-450-7678,37.551502,127.095589,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ¿⁄æÁ∑Œ44±Ê 69 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«2µø 43-11,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-14,02-450-7678,37.549677,127.095009,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,"º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ¿⁄æÁ∑Œ45±Ê 13 (±∏¿«µø, øµ¥ˆ¡÷≈√)",º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«2µø 52-9,ª˝»∞πÊπ¸,3,200,360µµ ¿¸πÊ«‚,30,Dec-14,02-450-7678,37.551683,127.091378,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±§≥™∑Á∑Œ 517-10 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«2µø 67-8,ª˝»∞πÊπ¸,4,200,360µµ ¿¸πÊ«‚,30,Dec-11,02-450-7678,37.545513,127.087302,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ¿⁄æÁ∑Œ37∞°±Ê 10 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«2µø 80-4,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Apr-17,02-450-7678,37.547639,127.087255,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«µø 30-1 ¿Ã»≠∆ƒ≈©∏«º«,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«2µø 30-1,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Apr-17,02-450-7678,37.553555,127.092883,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ øµ»≠ªÁ∑Œ16∞°±Ê 21 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«2µø 23-2,ª˝»∞πÊπ¸,4,200,360µµ ¿¸πÊ«‚,30,Apr-17,02-450-7678,37.55347612,127.095613,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ¿⁄æÁ∑Œ53±Ê 10 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«2µø 27-4,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-14,02-450-7678,37.554054,127.093344,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ¿⁄æÁ∑Œ54±Ê 11 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«2µø 22-7,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-14,02-450-7678,37.553777,127.094616,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ¿⁄æÁ∑Œ51±Ê 10-9 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«2µø 28-8,ª˝»∞πÊπ¸,3,200,360µµ ¿¸πÊ«‚,30,Apr-17,02-450-7678,37.553781,127.093427,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ øµ»≠ªÁ∑Œ16±Ê 19 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«2µø 20-11,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-14,02-450-7678,37.554461,127.095938,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,"º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ øµ»≠ªÁ∑Œ16≥™±Ê 21 (±∏¿«µø, ªÔº∫»®≈∏øÓ)",º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«2µø 23-13,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-14,02-450-7678,37.553193,127.096174,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ¿⁄æÁ∑Œ52±Ê 11 (±∏¿«µø),º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«2µø 25-25,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-15,02-450-7678,37.552987,127.093989,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,"º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ¿⁄æÁ∑Œ44±Ê 125 (±∏¿«µø, ªÛ∫Ù∏Æ¡ˆ)",º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«2µø 35-36,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-14,02-450-7678,37.551232,127.096545,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,"º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ¿⁄æÁ∑Œ44≥™±Ê 26-14 (±∏¿«µø, ¥Îø¯∫Ù∂Û)",º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«2µø 43-24,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-14,02-450-7678,37.550746,127.095962,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,"º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ¿⁄æÁ∑Œ44≥™±Ê 39 (±∏¿«µø, Ω≈»Ôæ∆∆Æ∫Ù)",º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«2µø 45-25,ª˝»∞πÊπ¸,3,200,360µµ ¿¸πÊ«‚,30,Dec-14,02-450-7678,37.55142269,127.094692,2020/07/08
º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏√ª,"º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ √µ»£¥Î∑Œ137±Ê 38 (±∏¿«µø, «ˆ¥Îæ∆∆Æ∫Ù)",º≠øÔ∆Ø∫∞Ω√ ±§¡¯±∏ ±∏¿«2µø 46-28,ª˝»∞πÊπ¸,1,200,360µµ ¿¸πÊ«‚,30,Dec-13,02-450-7678,37.550588,127.093687,2020/07/08
